,name,votes,types,generation,family,sprite_source,generation_color,ranking_overall,ranking_generation
606,Beheeyem,20.0,Psychic,5,Elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,#9FCADF,450,58.0
652,Chesnaught,20.0,Grass Fighting,6,Chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,#DD608C,449,33.0
542,Leavanny,20.0,Bug Grass,5,Sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,#9FCADF,448,59.0
685,Slurpuff,21.0,Fairy,6,Swirlix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,#DD608C,447,29.0
796,Xurkitree,21.0,Electric,7,Xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,#E89483,446,24.0
322,Numel,21.0,Fire Ground,3,Numel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,#9CD7C8,445,77.0
176,Togetic,21.0,Fairy Flying,2,Togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,#DCD677,444,73.0
716,Xerneas,21.0,Fairy,6,Xerneas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,#DD608C,443,30.0
56,Mankey,21.0,Fighting,1,Mankey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,#ACD36C,442,116.0
686,Inkay,21.0,Dark Psychic,6,Inkay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,#DD608C,441,31.0
437,Bronzong,21.0,Steel Psychic,4,Bronzor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,#B7A3C3,440,60.0
646,Kyurem,21.0,Dragon Ice,5,Kyurem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,#9FCADF,439,55.0
209,Snubbull,21.0,Fairy,2,Snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,#DCD677,438,74.0
558,Crustle,21.0,Bug Rock,5,Dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,#9FCADF,437,56.0
332,Cacturne,21.0,Grass Dark,3,Cacnea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,#9CD7C8,436,78.0
326,Grumpig,21.0,Psychic,3,Spoink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,#9CD7C8,435,79.0
234,Stantler,21.0,Normal,2,Stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,#DCD677,434,75.0
259,Marshtomp,21.0,Water Ground,3,Mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,#9CD7C8,433,80.0
159,Croconaw,21.0,Water,2,Totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,#DCD677,432,76.0
22,Fearow,21.0,Normal Flying,1,Spearow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,#ACD36C,431,117.0
170,Chinchou,21.0,Water Electric,2,Chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,#DCD677,430,77.0
336,Seviper,21.0,Poison,3,Seviper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,#9CD7C8,429,81.0
120,Staryu,21.0,Water,1,Staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,#ACD36C,428,118.0
177,Natu,22.0,Psychic Flying,2,Natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,#DCD677,427,71.0
328,Trapinch,22.0,Ground,3,Trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,#9CD7C8,426,73.0
356,Dusclops,22.0,Ghost,3,Duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,#9CD7C8,425,74.0
193,Yanma,22.0,Bug Flying,2,Yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,#DCD677,424,72.0
317,Swalot,22.0,Poison,3,Gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,#9CD7C8,423,75.0
409,Rampardos,22.0,Rock,4,Cranidos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,#B7A3C3,422,59.0
283,Surskit,22.0,Bug Water,3,Surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,#9CD7C8,421,76.0
46,Paras,22.0,Bug Grass,1,Paras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png,#ACD36C,420,115.0
33,Nidorino,23.0,Poison,1,Nidoran-M,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,#ACD36C,419,111.0
31,Nidoqueen,23.0,Poison Ground,1,Nidoran-F,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png,#ACD36C,418,112.0
421,Cherrim,23.0,Grass,4,Cherubi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,#B7A3C3,417,58.0
287,Slakoth,23.0,Normal,3,Slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,#9CD7C8,416,69.0
66,Machop,23.0,Fighting,1,Machop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,#ACD36C,415,113.0
742,Cutiefly,23.0,Bug Fairy,7,Cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,#E89483,414,22.0
67,Machoke,23.0,Fighting,1,Machop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,#ACD36C,413,114.0
653,Fennekin,23.0,Fire,6,Fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,#DD608C,412,28.0
239,Elekid,23.0,Electric,2,Elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,#DCD677,411,68.0
572,Minccino,23.0,Normal,5,Minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,#9FCADF,410,52.0
523,Zebstrika,23.0,Electric,5,Blitzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,#9FCADF,409,53.0
800,Necrozma,23.0,Psychic,7,Necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,#E89483,408,23.0
593,Jellicent,23.0,Water Ghost Water Ghost,5,Frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,#9FCADF,407,54.0
311,Plusle,23.0,Electric,3,Plusle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,#9CD7C8,406,70.0
211,Qwilfish,23.0,Water Poison,2,Qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,#DCD677,405,69.0
331,Cacnea,23.0,Grass,3,Cacnea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,#9CD7C8,404,71.0
340,Whiscash,23.0,Water Ground,3,Barboach,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,#9CD7C8,403,72.0
219,Magcargo,23.0,Fire Rock,2,Slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,#DCD677,402,70.0
284,Masquerain,24.0,Bug Flying,3,Surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,#9CD7C8,401,67.0
781,Dhelmise,24.0,Ghost Grass,7,Dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,#E89483,400,21.0
691,Dragalge,24.0,Poison Dragon,6,Skrelp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,#DD608C,399,26.0
312,Minun,24.0,Electric,3,Minun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,#9CD7C8,398,68.0
711,Gourgeist,24.0,Ghost Grass,6,Pumpkaboo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,#DD608C,397,27.0
460,Abomasnow,25.0,Grass Ice,4,Snover,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,#B7A3C3,396,57.0
752,Araquanid,25.0,Water Bug,7,Dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,#E89483,395,19.0
358,Chimecho,25.0,Psychic,3,Chingling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,#9CD7C8,394,65.0
763,Tsareena,25.0,Grass,7,Bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,#E89483,393,20.0
695,Heliolisk,25.0,Electric Normal,6,Helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,#DD608C,392,25.0
333,Swablu,25.0,Normal Flying,3,Swablu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,#9CD7C8,391,66.0
589,Escavalier,25.0,Bug Steel,5,Karrablast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,#9FCADF,390,51.0
51,Dugtrio,26.0,Ground Ground Steel,1,Diglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,#ACD36C,389,110.0
467,Magmortar,26.0,Fire,4,Magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,#B7A3C3,388,55.0
728,Popplio,26.0,Water,7,Popplio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,#E89483,387,17.0
295,Exploud,26.0,Normal,3,Whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,#9CD7C8,386,63.0
754,Lurantis,26.0,Grass,7,Fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,#E89483,385,18.0
348,Armaldo,26.0,Rock Bug,3,Anorith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,#9CD7C8,384,64.0
416,Vespiquen,26.0,Bug Flying,4,Combee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,#B7A3C3,383,56.0
490,Manaphy,27.0,Water,4,Manaphy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,#B7A3C3,382,53.0
291,Ninjask,27.0,Bug Flying,3,Nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,#9CD7C8,381,60.0
48,Venonat,27.0,Bug Poison,1,Venonat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,#ACD36C,380,105.0
508,Stoutland,27.0,Normal,5,Lillipup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,#9FCADF,379,49.0
19,Rattata,27.0,Normal Dark Normal,1,Rattata,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,#ACD36C,378,106.0
285,Shroomish,27.0,Grass,3,Shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,#9CD7C8,377,61.0
226,Mantine,27.0,Water Flying,2,Mantyke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,#DCD677,376,67.0
618,Stunfisk,27.0,Ground Electric,5,Stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,#9FCADF,375,50.0
361,Snorunt,27.0,Ice,3,Snorunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,#9CD7C8,374,62.0
92,Gastly,27.0,Ghost Poison,1,Gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,#ACD36C,373,107.0
86,Seel,27.0,Water,1,Seel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,#ACD36C,372,108.0
391,Monferno,27.0,Fire Fighting,4,Chimchar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,#B7A3C3,371,54.0
69,Bellsprout,27.0,Grass Poison,1,Bellsprout,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,#ACD36C,370,109.0
649,Genesect,28.0,Bug Steel,5,Genesect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,#9FCADF,369,48.0
261,Poochyena,28.0,Dark,3,Poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,#9CD7C8,368,58.0
702,Dedenne,28.0,Electric Fairy,6,Dedenne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,#DD608C,367,21.0
10,Caterpie,28.0,Bug,1,Caterpie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png,#ACD36C,366,104.0
708,Phantump,28.0,Ghost Grass,6,Phantump,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,#DD608C,365,22.0
352,Kecleon,28.0,Normal,3,Kecleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,#9CD7C8,364,59.0
679,Honedge,28.0,Steel Ghost,6,Honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,#DD608C,363,23.0
675,Pangoro,28.0,Fighting Dark,6,Pancham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,#DD608C,362,24.0
182,Bellossom,28.0,Grass,2,Oddish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,#DCD677,361,66.0
650,Chespin,29.0,Grass,6,Chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,#DD608C,360,19.0
275,Shiftry,29.0,Grass Dark,3,Seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,#9CD7C8,359,57.0
620,Mienshao,29.0,Fighting,5,Mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,#9FCADF,358,46.0
802,Marshadow,29.0,Fighting Ghost,7,Marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,#E89483,357,16.0
584,Vanilluxe,29.0,Ice,5,Vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,#9FCADF,356,47.0
228,Houndour,29.0,Dark Fire,2,Houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,#DCD677,355,65.0
486,Regigigas,29.0,Normal,4,Regigigas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,#B7A3C3,354,52.0
709,Trevenant,29.0,Ghost Grass,6,Phantump,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,#DD608C,353,20.0
301,Delcatty,30.0,Normal,3,Skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,#9CD7C8,352,54.0
205,Forretress,30.0,Bug Steel,2,Pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,#DCD677,351,62.0
73,Tentacruel,30.0,Water Poison,1,Tentacool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,#ACD36C,350,102.0
279,Pelipper,30.0,Water Flying,3,Wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,#9CD7C8,349,55.0
60,Poliwag,30.0,Water,1,Poliwag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,#ACD36C,348,103.0
166,Ledian,30.0,Bug Flying,2,Ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,#DCD677,347,63.0
207,Gligar,30.0,Ground Flying,2,Gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,#DCD677,346,64.0
342,Crawdaunt,30.0,Water Dark,3,Corphish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,#9CD7C8,345,56.0
569,Garbodor,30.0,Poison,5,Trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,#9FCADF,344,45.0
264,Linoone,31.0,Normal,3,Zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,#9CD7C8,343,53.0
498,Tepig,31.0,Fire,5,Tepig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,#9FCADF,342,44.0
97,Hypno,31.0,Psychic,1,Drowzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,#ACD36C,341,101.0
424,Ambipom,31.0,Normal,4,Aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,#B7A3C3,340,50.0
663,Talonflame,31.0,Fire Flying,6,Fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,#DD608C,339,18.0
183,Marill,31.0,Water Fairy,2,Azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,#DCD677,338,61.0
725,Litten,31.0,Fire,7,Litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,#E89483,337,15.0
441,Chatot,31.0,Normal Flying,4,Chatot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,#B7A3C3,336,51.0
164,Noctowl,32.0,Normal Flying,2,Hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,#DCD677,335,60.0
47,Parasect,32.0,Bug Grass,1,Paras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,#ACD36C,334,97.0
773,Silvally,32.0,Normal,7,Type-Null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,#E89483,333,13.0
127,Pinsir,32.0,Bug Flying,1,Pinsir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,#ACD36C,332,98.0
44,Gloom,32.0,Grass Poison,1,Oddish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png,#ACD36C,331,99.0
555,Darmanitan,32.0,Fire Fire Psychic,5,Darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,#9FCADF,330,41.0
17,Pidgeotto,32.0,Normal Flying,1,Pidgey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,#ACD36C,329,100.0
586,Sawsbuck,32.0,Normal Grass,5,Deerling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,#9FCADF,328,42.0
774,Minior,32.0,Rock Flying,7,Minior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,#E89483,327,14.0
601,Klinklang,32.0,Steel,5,Klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,#9FCADF,326,43.0
369,Relicanth,32.0,Water Rock,3,Relicanth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,#9CD7C8,325,52.0
53,Persian,33.0,Normal Dark,1,Meowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,#ACD36C,324,96.0
325,Spoink,33.0,Psychic,3,Spoink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,#9CD7C8,323,48.0
628,Braviary,33.0,Normal Flying,5,Rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,#9FCADF,322,40.0
277,Swellow,33.0,Normal Flying,3,Taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,#9CD7C8,321,49.0
319,Sharpedo,33.0,Water Dark,3,Carvanha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,#9CD7C8,320,50.0
365,Walrein,33.0,Ice Water,3,Spheal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,#9CD7C8,319,51.0
687,Malamar,33.0,Dark Psychic,6,Inkay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,#DD608C,318,17.0
758,Salazzle,33.0,Poison Fire,7,Salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,#E89483,317,12.0
217,Ursaring,34.0,Normal,2,Teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,#DCD677,316,57.0
710,Pumpkaboo,34.0,Ghost Grass,6,Pumpkaboo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,#DD608C,315,16.0
203,Girafarig,34.0,Normal Psychic,2,Girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,#DCD677,314,58.0
270,Lotad,34.0,Water Grass,3,Lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,#9CD7C8,313,46.0
426,Drifblim,34.0,Ghost Flying,4,Drifloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,#B7A3C3,312,48.0
484,Palkia,34.0,Water Dragon,4,Palkia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,#B7A3C3,311,49.0
222,Corsola,34.0,Water Rock,2,Corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,#DCD677,310,59.0
531,Audino,34.0,Normal Fairy,5,Audino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,#9FCADF,309,39.0
40,Wigglytuff,34.0,Normal Fairy,1,Igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png,#ACD36C,308,95.0
362,Glalie,34.0,Ice,3,Snorunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,#9CD7C8,307,47.0
189,Jumpluff,35.0,Grass Flying,2,Hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,#DCD677,306,56.0
717,Yveltal,35.0,Dark Flying,6,Yveltal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,#DD608C,305,15.0
442,Spiritomb,35.0,Ghost Dark,4,Spiritomb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,#B7A3C3,304,45.0
748,Toxapex,35.0,Poison Water,7,Mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,#E89483,303,11.0
493,Arceus,35.0,Normal,4,Arceus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,#B7A3C3,302,46.0
443,Gible,35.0,Dragon Ground,4,Gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,#B7A3C3,301,47.0
648,Meloetta,36.0,Normal Psychic Normal Fighting,5,Meloetta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,#9FCADF,300,38.0
760,Bewear,36.0,Normal Fighting,7,Stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,#E89483,299,10.0
351,Castform,36.0,Normal Ice,3,Castform,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,#9CD7C8,298,45.0
115,Kangaskhan,37.0,Normal,1,Kangaskhan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,#ACD36C,297,93.0
673,Gogoat,37.0,Grass,6,Skiddo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,#DD608C,296,14.0
41,Zubat,37.0,Poison Flying,1,Zubat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png,#ACD36C,295,94.0
563,Cofagrigus,37.0,Ghost,5,Yamask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,#9FCADF,294,37.0
224,Octillery,37.0,Water,2,Remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,#DCD677,293,55.0
324,Torkoal,37.0,Fire,3,Torkoal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,#9CD7C8,292,44.0
124,Jynx,38.0,Ice Psychic,1,Smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,#ACD36C,291,91.0
74,Geodude,38.0,Rock Ground Rock Electric,1,Geodude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,#ACD36C,290,92.0
225,Delibird,38.0,Ice Flying,2,Delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,#DCD677,289,54.0
500,Emboar,38.0,Fire Fighting,5,Tepig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,#9FCADF,288,35.0
327,Spinda,38.0,Normal,3,Spinda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,#9CD7C8,287,43.0
643,Reshiram,38.0,Dragon Fire,5,Reshiram,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,#9FCADF,286,36.0
220,Swinub,39.0,Ice Ground,2,Swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,#DCD677,285,53.0
36,Clefable,39.0,Fairy,1,Cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png,#ACD36C,284,90.0
598,Ferrothorn,39.0,Grass Steel,5,Ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,#9FCADF,283,33.0
469,Yanmega,39.0,Bug Flying,4,Yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,#B7A3C3,282,44.0
644,Zekrom,39.0,Dragon Electric,5,Zekrom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,#9FCADF,281,34.0
216,Teddiursa,40.0,Normal,2,Teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,#DCD677,280,52.0
573,Cinccino,40.0,Normal,5,Minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,#9FCADF,279,32.0
417,Pachirisu,40.0,Electric,4,Pachirisu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,#B7A3C3,278,43.0
743,Ribombee,41.0,Bug Fairy,7,Cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,#E89483,277,9.0
530,Excadrill,41.0,Ground Steel,5,Drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,#9FCADF,276,31.0
655,Delphox,41.0,Fire Psychic,6,Fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,#DD608C,275,13.0
243,Raikou,41.0,Electric,2,Raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,#DCD677,274,51.0
16,Pidgey,42.0,Normal Flying,1,Pidgey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,#ACD36C,273,86.0
